# t  T  m  m2  e_per_site  q
75  2.50000000  0.4287109375  0.2134323120  -1.1289062500  0.2001953125
76  2.50000000  0.4531250000  0.2196350098  -1.1367187500  0.1796875000
77  2.50000000  0.4179687500  0.1936492920  -1.0917968750  0.2089843750
78  2.50000000  0.3925781250  0.1753997803  -1.0859375000  0.1386718750
79  2.50000000  0.4169921875  0.1838760376  -1.1269531250  0.1162109375
80  2.50000000  0.4111328125  0.2006149292  -1.1230468750  0.0615234375
81  2.50000000  0.4423828125  0.2224349976  -1.1386718750  -0.0185546875
82  2.50000000  0.5156250000  0.2865142822  -1.1914062500  -0.0390625000
83  2.50000000  0.5566406250  0.3311157227  -1.2011718750  -0.0039062500
84  2.50000000  0.5234375000  0.3034057617  -1.1660156250  0.0039062500
85  2.50000000  0.5449218750  0.3178100586  -1.1699218750  -0.0410156250
86  2.50000000  0.5908203125  0.3660354614  -1.2265625000  0.0029296875
87  2.50000000  0.5654296875  0.3308486938  -1.2695312500  -0.0048828125
88  2.50000000  0.4482421875  0.2279434204  -1.1953125000  -0.0498046875
89  2.50000000  0.5156250000  0.2946929932  -1.2421875000  -0.0507812500
90  2.50000000  0.5410156250  0.3303680420  -1.2148437500  -0.0312500000
91  2.50000000  0.5498046875  0.3274459839  -1.2382812500  -0.0341796875
92  2.50000000  0.5605468750  0.3580017090  -1.2324218750  -0.0800781250
93  2.50000000  0.5185546875  0.3340835571  -1.2324218750  -0.1005859375
94  2.50000000  0.5039062500  0.2962799072  -1.1796875000  -0.0605468750
95  2.50000000  0.5605468750  0.3452758789  -1.2324218750  -0.0292968750
96  2.50000000  0.5380859375  0.3278732300  -1.2011718750  0.0419921875
97  2.50000000  0.5117187500  0.3005065918  -1.1835937500  0.0937500000
98  2.50000000  0.5253906250  0.3287963867  -1.1875000000  0.1074218750
99  2.50000000  0.4931640625  0.3091659546  -1.1269531250  0.1220703125
